DISTRICT,PANCHAYATSAMITI,GRAMPANCHAYAT,ward_category,Name of Sarpanch,Sex,Category
NAGAUR,MAKRANA,BAJOLI,GENW,KANCHAN,F,OBCW
NAGAUR,MAKRANA,BARW ALI,SC,PURAN MAL,M,SC
NAGAUR,MAKRANA,BESROLI,SCW,MANJU DEVI,F,SCW
NAGAUR,MAKRANA,BHAIYAKALAN,GENW,MANJU KANWER,F,GENW
NAGAUR,MAKRANA,BHARNAI,GEN,AMRA RAM,M,OBC
NAGAUR,MAKRANA,BHEECHAW A,SCW,CHUNKA DEVI,F,SCW
NAGAUR,MAKRANA,BILLU,GEN,BHANWER KANWER,F,GENW
NAGAUR,MAKRANA,BORAWAD,GEN,HIMMAT SINGH,M,GEN
NAGAUR,MAKRANA,BUDSU,GEN,HANUMAN SINGH,M,GEN
NAGAUR,MAKRANA,CHANDI,GENW,BHANWRI DEVI,F,OBCW
NAGAUR,MAKRANA,DABDIKALA,GEN,BHAGU RAM,M,OBC
NAGAUR,MAKRANA,DHANA GRAWA,SCW,GUMANI DEVI,F,SCW
NAGAUR,MAKRANA,GEDHAKALA,GENW,DEEP KANWER,F,GENW
NAGAUR,MAKRANA,GELASAR,SC,PURNA RAM,M,SC
NAGAUR,MAKRANA,HUDIY A,GENW,PANCHI DEVI,F,OBCW
NAGAUR,MAKRANA,INDOKHA,SC,GOPI RAM,M,SC
NAGAUR,MAKRANA,ITAWA BAMANIYA (GACHHIPURA),GEN,RAM NIWAS,M,OBC
NAGAUR,MAKRANA,ITAWA LAKHA,SC,BIRMA RAM,M,SC
NAGAUR,MAKRANA,JAKHALI,OBCW,CHOTI DEVI,F,OBCW
NAGAUR,MAKRANA,JASURI,GEN,NIRMLA KANWER,F,GENW
NAGAUR,MAKRANA,JUSRIY A,OBCW,HARKUDI,F,OBCW
NAGAUR,MAKRANA,KALVA BADA,OBC,RAMESH BUGALIA,M,OBC
NAGAUR,MAKRANA,KHARDIYA,OBCW,SAYRI DEVI,F,OBCW
NAGAUR,MAKRANA,KHEDI SHEELA,OBCW,MOOLI DEVI,F,OBCW
NAGAUR,MAKRANA,KUKADOD,GEN,RAM SINGH,M,GEN
NAGAUR,MAKRANA,MANANA,OBC,LADU RAM,M,OBC
NAGAUR,MAKRANA,MODI CHARANA,GENW,MAN KANWER,F,GENW
NAGAUR,MAKRANA,NANDOLI MEDTIYA,SCW,SOHNI DEVI,F,SCW
NAGAUR,MAKRANA,NIMBADI,GENW,ROOP KANWER,F,GENW
NAGAUR,MAKRANA,RAMSIYA,GENW,SANTOSH KANWER,F,GENW
NAGAUR,MAKRANA,RANIGAON,OBC,BHANWAR PURI,M,OBC
NAGAUR,MAKRANA,SABALPUR,GENW,CHHUNI DEVI,F,OBCW
NAGAUR,MAKRANA,SAPHED BARI,GEN,MUKESH,M,GEN
NAGAUR,MAKRANA,SARNAVADA,GEN,MOTI RAM,M,OBC
NAGAUR,MERTA,BADGAON,OBCW,CHUKALEE,F,OBCW
NAGAUR,MERTA,BASNI SEJA,OBCW,KANW ARI,F,OBCW
NAGAUR,MERTA,BATIYON KI DHANI,GENW,SAMANDAR KANWAR,F,GENW
NAGAUR,MERTA,CHHAPARI KHURD,GENW,RAMUDI DEVI,F,OBCW
NAGAUR,MERTA,DABARIYANI KALAN,SC,BABU RAM,M,SC
NAGAUR,MERTA,DAGAW AS,SC,CHANDRARAM,M,SC
NAGAUR,MERTA,DATANI,SC,CHENARAM,M,SC
NAGAUR,MERTA,DHADHVADA,OBC,BHANWARI DEVI,F,OBCW
NAGAUR,MERTA,DHAVA,OBC,SUKHARAM,M,OBC
NAGAUR,MERTA,GAGRANA,GENW,BHANVAR KANWAR,F,GENW
NAGAUR,MERTA,GATHIYA,GENW,AMRIT KANWAR,F,GENW
NAGAUR,MERTA,GOTHAN,GEN,NARAYAN SINGH,M,GEN
NAGAUR,MERTA,HARSOLAV,SCW,KAMLA,F,SCW
NAGAUR,MERTA,INDAWAD,GENW,BIDAMI,F,OBCW
NAGAUR,MERTA,JARODA KALAN,GENW,KAMALI,F,OBCW
NAGAUR,MERTA,KADVASARON KI DHANI,SCW,LEELA,F,SCW
NAGAUR,MERTA,KALRU,GEN,HEMARAM,M,OBC
NAGAUR,MERTA,KHAKAHDKI,GENW,SAROJ,F,OBCW
NAGAUR,MERTA,KHERULI,SCW,CHANDA DEVI,F,SCW
NAGAUR,MERTA,KURDAYA,GENW,SUPYARI,F,OBCW
NAGAUR,MERTA,LAMBA JATAN,GEN,MADAN SINGH,M,GEN
NAGAUR,MERTA,MERTA ROAD (PHALODI),GEN,SARJU DEVI,F,OBCW
NAGAUR,MERTA,MOKALPUR,GEN,RAMLAL,M,OBC
NAGAUR,MERTA,NETDIYA,OBC,GANGARAM,M,OBC
NAGAUR,MERTA,NOKHA CHANDAWATA,GEN,PARSARAM,M,OBC
NAGAUR,MERTA,OLADAN,SC,SHYAMLAL,M,SC
NAGAUR,MERTA,PUNDALU,GENW,RAMEE DEVI,F,OBCW
NAGAUR,MERTA,REN,GEN,HEMARAM,M,OBC
NAGAUR,MERTA,RIYA SHYAMDAS,OBCW,SHANTI DEVI,F,OBCW
NAGAUR,MERTA,ROL CHANDAWATA,GEN,SAMURI,F,OBCW
NAGAUR,MERTA,SATLWAS,OBC,CHENARAM,M,OBC
NAGAUR,MERTA,SOGAWAS,GEN,RAMKISHOR,M,OBC
NAGAUR,MERTA,T ALNPUR,GEN,SAWAI SINGH,M,GEN
NAGAUR,MERTA,TUKALIYA,SCW,RADHA DEVI,F,SCW
NAGAUR,MUNDAWA,AACHINA,OBCW,NIMBU,F,OBCW
NAGAUR,MUNDAWA,AANKALA,GENW,DHAPI DEVI,F,GENW
NAGAUR,MUNDAWA,AASAWARI,SC,TEJA RAM,M,SC
NAGAUR,MUNDAWA,BALAYA,SCW,IEGUDI,F,SCW
NAGAUR,MUNDAWA,BERAWAS,GEN,LIKHMA RAM,M,OBC
NAGAUR,MUNDAWA,BERTHALKALA,SC,GANGA RAM,M,SC
NAGAUR,MUNDAWA,BHAVANDA,GENW,NENUDI,F,OBCW
NAGAUR,MUNDAWA,BIRLOKA,GEN,VIKRAM SINGH,M,GEN
NAGAUR,MUNDAWA,DEHRU,GENW,SITA,F,OBCW
NAGAUR,MUNDAWA,GAJU,OBCW,MUNNI,F,OBCW
NAGAUR,MUNDAWA,GOTHDA,SC,BHANWRU RAM,M,SC
NAGAUR,MUNDAWA,GWALU,GENW,SUGHI,F,OBCW
NAGAUR,MUNDAWA,HILODI,GEN,SHYAM SINGH,M,GEN
NAGAUR,MUNDAWA,INANA,GEN,OMPRAKASH,M,OBC
NAGAUR,MUNDAWA,JANANA,SCW,SUGNAI,F,SCW
NAGAUR,MUNDAWA,JHUJHANDA,GENW,PUNAM DEVI,F,GENW
NAGAUR,MUNDAWA,KADLU,GEN,DINESH RAM,M,OBC
NAGAUR,MUNDAWA,KANTIYA,GEN,RAWAT RAM,M,OBC
NAGAUR,MUNDAWA,KHAJW ANA,OBC,MULA RAM,M,OBC
NAGAUR,MUNDAWA,KHARNAL,GEN,JETHA RAM,M,OBC
NAGAUR,MUNDAWA,KHATODA,GEN,JAGMAL SINGH,M,GEN
NAGAUR,MUNDAWA,KHEEVSAR,SC,HUKMI CHAND,M,SC
NAGAUR,MUNDAWA,KURDCHEE,OBC,JASA RAM,M,OBC
NAGAUR,MUNDAWA,LALAW AS,GENW,SINW ARI,F,OBCW
NAGAUR,MUNDAWA,MADPURA,SCW,RADHA DEVI,F,SCW
NAGAUR,MUNDAWA,MANAKPURA,GEN,MUNNA RAM,M,OBC
NAGAUR,MUNDAWA,MUNDIY ADA,GEN,REWANT RAM,M,OBC
NAGAUR,MUNDAWA,NANGDI,GENW,KELKI,F,OBCW
NAGAUR,MUNDAWA,NARW AKALAN,OBCW,JYANI DEVI,F,OBCW
NAGAUR,MUNDAWA,P ALDIJODHA,GENW,GEET A,F,OBCW
NAGAUR,MUNDAWA,PANCHALA SIDDHA,GEN,RAMLAL,M,OBC
NAGAUR,MUNDAWA,P ANCHODI,GENW,DURGA,F,OBCW
NAGAUR,MUNDAWA,PHIDOD,SCW,SHIPUDI,F,SCW
NAGAUR,MUNDAWA,PIPLIY A,GEN,BEERAMA RAM,M,OBC
NAGAUR,MUNDAWA,RUN,GENW,INDRA,F,OBCW
NAGAUR,MUNDAWA,SANKHW AS,OBCW,MAINA,F,OBCW
NAGAUR,MUNDAWA,SENI,GENW,SOHANI,F,OBCW
NAGAUR,MUNDAWA,SHEELGAON,OBC,KOJA RAM,M,OBC
NAGAUR,MUNDAWA,THIROD,OBC,PUNAM,F,OBCW
NAGAUR,NAGAUR,ALAI,SC,TARA CHAND,M,SC
NAGAUR,NAGAUR,AMARPURA,GEN,KAMLESH KUMARI,F,OBCW
NAGAUR,NAGAUR,BALWA,GENW,HURMAT,F,OBCW
NAGAUR,NAGAUR,BARANGAON,OBCW,MOHANI,F,OBCW
NAGAUR,NAGAUR,BARANI,SCW,MANJU,F,SCW
NAGAUR,NAGAUR,BASNI,GENW,KHURSHEEDA,F,OBCW
NAGAUR,NAGAUR,BHADANA,SCW,MEERA,F,SCW
NAGAUR,NAGAUR,BHAKROD,OBCW,DHAPI,F,OBCW
NAGAUR,NAGAUR,BHED,SC,GEMPER RAM,M,SC
NAGAUR,NAGAUR,BHOJAS,GEN,KHIYA RAM,M,OBC
NAGAUR,NAGAUR,BHOMASAR,GENW,GANGA,F,OBCW
NAGAUR,NAGAUR,BHUNDEL,GENW,RAMI,F,OBCW
NAGAUR,NAGAUR,CHAU,GEN,CHHEL SINGH,M,GEN
NAGAUR,NAGAUR,CHAVANDIYA,SCW,GULLI,F,SCW
NAGAUR,NAGAUR,CHENAR,GENW,KAMLA,F,OBCW
NAGAUR,NAGAUR,CHHIL A,OBC,RAM NARAYAN,M,OBC
NAGAUR,NAGAUR,CHUNTISARA,OBC,KHINYA RAM,M,OBC
NAGAUR,NAGAUR,DATINA,GEN,MADAN SINGH,M,GEN
NAGAUR,NAGAUR,DEU,GENW,SAJJAN KANWAR,F,GENW
NAGAUR,NAGAUR,DHINGSARA,GEN,BHAGIRATH,M,OBC
NAGAUR,NAGAUR,DUKOSI,GENW,NATHI,F,OBCW
NAGAUR,NAGAUR,GANGW ANA,GENW,RAJ KUMARI,F,OBCW
NAGAUR,NAGAUR,GANTHILASAR,GEN,KISHORI LAL,M,OBC
NAGAUR,NAGAUR,GOGEL A V,SC,TARA CHAND,M,SC
NAGAUR,NAGAUR,GUDHA BHAWANDAS,OBCW,GAVARI,F,OBCW
NAGAUR,NAGAUR,JHANDISRA,GENW,SANTOSH,F,OBCW
NAGAUR,NAGAUR,JODHIY ASI,OBCW,MANGI DEVI,F,OBCW
NAGAUR,NAGAUR,KALADI,SC,BHANWAR LAL,M,SC
NAGAUR,NAGAUR,KARNU,SCW,JAMANA,F,SCW
NAGAUR,NAGAUR,KHADKALI,GEN,RAM JEEVANI,F,OBCW
NAGAUR,NAGAUR,KHARI KARMSOTA,OBCW,RAMI,F,OBCW
NAGAUR,NAGAUR,KUMARI,OBC,KHURSHEED AHMAD,M,OBC
NAGAUR,NAGAUR,MAKODI,GEN,NARAYAN SINGH,M,GEN
NAGAUR,NAGAUR,PABUSAR,GEN,SUKHA RAM,M,OBC
NAGAUR,NAGAUR,RAIDHUN,SC,RAMDEV,M,SC
NAGAUR,NAGAUR,ROHINI,GENW,GANGA,F,OBCW
NAGAUR,NAGAUR,SARSANI,OBC,NARAYAN NATH,M,OBC
NAGAUR,NAGAUR,SATHERAN,GEN,HEMA RAM,M,OBC
NAGAUR,NAGAUR,SEVDI,GEN,GAJANAND,M,GEN
NAGAUR,NAGAUR,SHRIBALAJI,GENW,GANGA DEVI,F,GENW
NAGAUR,NAGAUR,SHY AMSAR,GEN,ASHOK KUMAR,M,OBC
NAGAUR,NAGAUR,SINGAD,OBC,MEH RAM,M,OBC
NAGAUR,NAGAUR,SINOD,GEN,JYANI,F,OBCW
NAGAUR,NAGAUR,TANKLA,GENW,GHEVARI,F,OBCW
NAGAUR,NAGAUR,TATWAS,GEN,NIRMAL KANWAR,F,GENW
NAGAUR,NAGAUR,T AUSAR,GENW,KAMLA,F,OBCW
NAGAUR,NAGAUR,UNTAWALIYA,GENW,MOHANI,F,OBCW
NAGAUR,PARBATSAR,BADU,SC,BHEEVRAJ,M,SC
NAGAUR,PARBATSAR,BAGOT,SCW,DAKHUDI,F,SCW
NAGAUR,PARBATSAR,BAJW AS,OBCW,JAMNA,F,OBCW
NAGAUR,PARBATSAR,BAREV,GENW,SARJU,F,OBCW
NAGAUR,PARBATSAR,BASSI,GENW,NIRMAL KANWAR,F,GENW
NAGAUR,PARBATSAR,BETHW ALIA,GENW,NATHI,F,OBCW
NAGAUR,PARBATSAR,BHADSIYA,SCW,RADHA DEVI,F,SCW
NAGAUR,PARBATSAR,BHADVA,OBC,RIDDHA RAM,M,OBC
NAGAUR,PARBATSAR,BHAKRI MOLAS,GEN,KIRAN SINGH,M,GEN
NAGAUR,PARBATSAR,BIDIYAD,GENW,KAMLA,F,OBCW
NAGAUR,PARBATSAR,CHIT AI,OBC,GANESH,M,OBC
NAGAUR,PARBATSAR,DHADHOT A,SCW,CHUNKLI DEVI,F,SCW
NAGAUR,PARBATSAR,GANGW AN,GEN,ASURAM,M,OBC
NAGAUR,PARBATSAR,GULAR,GEN,RAM SWAROOP,M,OBC
NAGAUR,PARBATSAR,HARNAWA PATTI,GEN,KHIYA RAM,M,OBC
NAGAUR,PARBATSAR,JANJILA,GENW,MOHINI DEVI,F,GENW
NAGAUR,PARBATSAR,JAVLA,GEN,SONI DEVI,F,GENW
NAGAUR,PARBATSAR,JHALARA,GEN,SHRIPAL SINGH,M,GEN
NAGAUR,PARBATSAR,KALETDA,OBC,RAM KARAN,M,OBC
NAGAUR,PARBATSAR,KHOKHAR,SC,HANUMAN,M,SC
NAGAUR,PARBATSAR,KINSRIY A,GENW,REKHA KANWAR,F,GENW
NAGAUR,PARBATSAR,KUNDRI,GENW,DURGA DEVI,F,GENW
NAGAUR,PARBATSAR,KURADA,OBCW,MEENA,F,OBCW
NAGAUR,PARBATSAR,MANGLANA,GENW,KANCHAN KANWAR,F,GENW
NAGAUR,PARBATSAR,MAYAPUR,GENW,DEEP KANWAR,F,GENW
NAGAUR,PARBATSAR,NENIY A,OBC,UMA RAM,M,OBC
NAGAUR,PARBATSAR,NETIYAS,GEN,GHISA RAM,M,OBC
NAGAUR,PARBATSAR,PEEH,SC,MAHESH KUMAR,M,SC
NAGAUR,PARBATSAR,PILAWA,GEN,BHANWAR LAL,M,OBC
NAGAUR,PARBATSAR,PIPALAD,GENW,KOZI DEVI,F,OBCW
NAGAUR,PARBATSAR,RABADIY AD,SC,KISHANA RAM,M,SC
NAGAUR,PARBATSAR,RID,OBCW,GOGA DEVI,F,OBCW
NAGAUR,PARBATSAR,ROHINDI,GEN,MANGU RAM,M,OBC
NAGAUR,PARBATSAR,RUNIJA,GEN,KHIVNRAJ,M,GEN
NAGAUR,PARBATSAR,TAPARWADA,GEN,JUGAL KISHORE,M,GEN
NAGAUR,RIYAN,AALNIYAWAS,SCW,Shobha Devi,F,SCW
NAGAUR,RIYAN,ARNIYALA,SC,Pabu Ram Choukidar,M,SC
NAGAUR,RIYAN,BADIGHATI,GENW,Jhamku Devi,F,GENW
NAGAUR,RIYAN,BADY ALI,OBC,Sukha Ram,M,OBC
NAGAUR,RIYAN,BAGGAD,GEN,Mula Ram,M,GEN
NAGAUR,RIYAN,BEEJATHAL,GEN,Yagyapal Singh,M,GEN
NAGAUR,RIYAN,BHAWAL,OBC,Chhota Ram,M,OBC
NAGAUR,RIYAN,BHERUNDA,OBC,Deva Ram Gurjar,M,OBC
NAGAUR,RIYAN,CHANDIYA KALAN,GEN,Kalu Ram,M,GEN
NAGAUR,RIYAN,CHUNDIY A,OBCW,Munni Devi,F,OBCW
NAGAUR,RIYAN,DHANDLAS UDA,SCW,Bhanwari,F,SCW
NAGAUR,RIYAN,DHANIPURA,GEN,Nand Kishor,M,GEN
NAGAUR,RIYAN,DODIYANA,OBC,Rekha Ram,M,OBC
NAGAUR,RIYAN,GAWARDI,SCW,Indra,F,SCW
NAGAUR,RIYAN,JADAUKALAN,GEN,Ramniwas,M,GEN
NAGAUR,RIYAN,JASNAGAR,SCW,Jeevani Devi Sargara,F,SCW
NAGAUR,RIYAN,JASW ANT ABAD,GENW,Chuka Devi Sain,F,GENW
NAGAUR,RIYAN,JATAWAS,GENW,Sarju Devi,F,GENW
NAGAUR,RIYAN,JHINDIY A,GEN,Harsukh Ram,M,GEN
NAGAUR,RIYAN,KATYASANI,SC,Pancha Ram,M,SC
NAGAUR,RIYAN,KOD,OBCW,Ladu Devi,F,OBCW
NAGAUR,RIYAN,LADPURA,SC,Prabhu Ram,M,SC
NAGAUR,RIYAN,LAMPOLAI,OBCW,GHEESA,F,OBCW
NAGAUR,RIYAN,LILIYA,GENW,Rameshwari,F,GENW
NAGAUR,RIYAN,MEDAS,GEN,Babu Lal,M,GEN
NAGAUR,RIYAN,MODIKALAN,OBCW,Parvati,F,OBCW
NAGAUR,RIYAN,MORRA,GENW,Badan Kanwar,F,GENW
NAGAUR,RIYAN,MUNGADA,SC,Dhagla Ram,M,SC
NAGAUR,RIYAN,NIMBOLABISW A,GEN,Ram Lal,M,GEN
NAGAUR,RIYAN,PADU KHURD,GEN,BASU Devi,F,GENW
NAGAUR,RIYAN,PADUKALAN,GENW,Kani Devi,F,GENW
NAGAUR,RIYAN,RIY ABADI,GENW,Madhu Saini,F,GENW
NAGAUR,RIYAN,ROHISA,GENW,Koshalya Devi,F,GENW
NAGAUR,RIYAN,SATHANAKLA,GENW,Sugni Devi,F,GENW
NAGAUR,RIYAN,SESRA,GEN,Shimbhu Singh,M,GEN
NAGAUR,RIYAN,SUDAVAD,GENW,Chuka Devi,F,GENW
NAGAUR,RIYAN,TEHLA,GEN,Jawana Ram,M,GEN
NAGAUR,RIYAN,THAWLA,GENW,Magan Kanwar,F,GENW
P ALI,BALI,AAMLIYA,GENW,BHURI,F,STW
P ALI,BALI,BARW A,GEN,MANGI LAL,M,GEN
P ALI,BALI,BEDA,STW,SAVITA DEVI,F,STW
P ALI,BALI,BEDAL,GENW,RENU KANWAR,F,GENW
P ALI,BALI,BHANDR,ST,DINESH KUMAR,M,ST
P ALI,BALI,BHATUND,SCW,DARGI DEVI,F,SCW
P ALI,BALI,BHIMANA,GEN,SAMATA RAM,M,ST
P ALI,BALI,BHITW ADA,GEN,PRATAP SINGH,M,OBC
P ALI,BALI,BIJAPUR,STW,SAKU,F,STW
P ALI,BALI,BISALPUR,OBC,BHUPENDRA KUMAR,M,OBC
P ALI,BALI,BOYA,GENW,MANOHAR KANWAR,F,GENW
P ALI,BALI,CHAMUNDERI RANAWATAN,ST,CIMANSINGH,M,ST
P ALI,BALI,DHANI,GEN,MAHIPAL SINGH,M,GEN
P ALI,BALI,DUDANI,SC,BABA RAM,M,SC
P ALI,BALI,FALNA GAON,GEN,PREM SINGH,M,OBC
P ALI,BALI,GORIY A,GENW,PONI DEVI,F,STW
P ALI,BALI,GUDALAS,SCW,DURGA,F,SCW
P ALI,BALI,KAKRADI,GEN,SHANKAR LAL,M,ST
P ALI,BALI,KHIMEL,GENW,MARUDHAR KANWAR,F,GENW
P ALI,BALI,KOT BALIYAN,GEN,ALTAF KHAN,M,GEN
P ALI,BALI,KOTHAR,ST,BABU LAL,M,ST
P ALI,BALI,KOYALWAW,GEN,BHANA RAM,M,ST
P ALI,BALI,KUMTIYA,SC,MEGHA RAM,M,SC
P ALI,BALI,KURAD,GENW,MANU BAI,F,STW
P ALI,BALI,LATARA,OBCW,URMIL A,F,OBCW
P ALI,BALI,LUNAVA,GENW,MOHINI,F,GENW
P ALI,BALI,LUNDARA,STW,PUSPA DEVI,F,STW
P ALI,BALI,MALNU,STW,SUMATI,F,STW
P ALI,BALI,MIRGESHAW AR,GENW,SHANTOS KANWAR,F,GENW
P ALI,BALI,MOKHAMPURA,SC,MANAK MAL,M,SC
P ALI,BALI,MUNDRA,SCW,VARJU DEVI,F,SCW
P ALI,BALI,NANA,ST,GOOMA RAM,M,ST
P ALI,BALI,PADARLA,GEN,SHIV SINGH,M,GEN
P ALI,BALI,PAIRVA,GENW,PANI KANWAR,F,GENW
P ALI,BALI,PIPL A,STW,CHUNNI,F,STW
P ALI,BALI,SAINA,ST,HARIJI RAM,M,ST
P ALI,BALI,SESALI,GEN,KHIMARAM,M,OBC
P ALI,BALI,SEW ARI,OBC,LALA RAM,M,OBC
P ALI,BALI,SHIVTALAV,GENW,CHAIL KANWAR,F,GENW
P ALI,DESURI,AANA,OBCW,PHULI DEVI,F,OBCW
P ALI,DESURI,BADAUD,OBC,DEVENDRA SINGH,M,OBC
P ALI,DESURI,BAGOL,GEN,BHANWAR SINGH,M,GEN
P ALI,DESURI,DADAI,GEN,MAHAVIR JAIN,M,GEN
P ALI,DESURI,DAYALANA KALAN,OBCW,SUKLI,F,OBCW
P ALI,DESURI,DESURI,GEN,MOTI LAL,M,OBC
P ALI,DESURI,DHALOP,GEN,BABU LAL CHOUDHARI,M,OBC
P ALI,DESURI,DUDAPURA,SCW,DARIYA DEVI,F,SCW
P ALI,DESURI,GHANERAV,SC,GULAB,M,SC
P ALI,DESURI,GUDA JATAN,GENW,GHISI DEVI,F,OBCW
P ALI,DESURI,KESULI,GEN,MANNA RAM,M,GEN
P ALI,DESURI,KOT SOLANKIYAN,GENW,PARVATI DEVI SONI,F,OBCW
P ALI,DESURI,KOTADI,OBC,HIMTA RAM,M,OBC
P ALI,DESURI,MADHA,SC,GOOPA RAM,M,SC
P ALI,DESURI,MADPUR,GENW,LILA KANWAR,F,GENW
P ALI,DESURI,MAGARTLAV,GENW,SAWROOP KANWAR,F,GENW
P ALI,DESURI,MANDIGHAR,ST,ROOPA RAM,M,ST
P ALI,DESURI,MORKHA,GENW,SAYAR KANWAR,F,GENW
P ALI,DESURI,NADOL,SCW,MANISHA MEGHWAL,F,SCW
P ALI,DESURI,NARLAI,GENW,KAKUDI,F,OBCW
P ALI,DESURI,PANAUTA,GENW,KHUMAN KANWAR,F,GENW
P ALI,DESURI,SANSARI,OBC,POONA RAM DEVASI,M,OBC
P ALI,DESURI,SINDARLI,GEN,MAHENDRA SINGH RAJPUROHIT,M,GEN
P ALI,DESURI,SUMER,SCW,DURGA,F,SCW
P ALI,JAIT ARAN,AAGEWA,GEN,SHOMARAM,M,OBC
P ALI,JAIT ARAN,AASARLAI,OBC,NATHUNATH,M,OBC
P ALI,JAIT ARAN,ANADPUR KALAU,GENW,BIDAMI,F,OBCW
P ALI,JAIT ARAN,BALARA,GENW,SUPIY ARI,F,OBCW
P ALI,JAIT ARAN,BALUNDA,SC,SHARVAN RAM,M,SC
P ALI,JAIT ARAN,BANJAKUDI,SCW,KELKI,F,SCW
P ALI,JAIT ARAN,BEDKALAN,OBC,DHARMARAM,M,OBC
P ALI,JAIT ARAN,BHUMBALIA,SC,NAND KISHOR,M,SC
P ALI,JAIT ARAN,BIROL,GEN,KALU RAM SIRVI,M,OBC
P ALI,JAIT ARAN,CHAWANDIA KALAN,SCW,MISHRAI,F,SCW
P ALI,JAIT ARAN,DEVRIY A,GENW,HINGLI,F,OBCW
P ALI,JAIT ARAN,DIGARNA,OBC,MAMTA,F,OBCW
P ALI,JAIT ARAN,GARNIYA,GENW,SIMA KANWAR,F,GENW
P ALI,JAIT ARAN,GHORAWAR,OBC,CHIT ARRAM,M,OBC
P ALI,JAIT ARAN,KANECHA,GEN,ANRAJ,M,OBC
P ALI,JAIT ARAN,KANWALIA KALAN,GEN,LALARAM,M,OBC
P ALI,JAIT ARAN,KEKINDARA,GENW,KAMLA KANWAR,F,GENW
P ALI,JAIT ARAN,KUDAKI,GEN,HARENDRA SINGH,M,GEN
P ALI,JAIT ARAN,LAMBIYA,GEN,SAW ARNDAN,M,OBC
P ALI,JAIT ARAN,LAUTOTI,GEN,KALYAN SINGH,M,GEN
P ALI,JAIT ARAN,MOHRAI,GENW,SAYAR DEVI,F,GENW
P ALI,JAIT ARAN,NIMAJ,OBCW,SUKARI / MAHENDRA,F,OBCW
P ALI,JAIT ARAN,NIMBOL,GENW,BALKI,F,OBCW
P ALI,JAIT ARAN,PATWA,SC,GIRDHARI LAL,M,SC
P ALI,JAIT ARAN,PHALKA,SCW,DHUDKI,F,SCW
P ALI,JAIT ARAN,PHULMAL,GEN,POKAR RAM,M,OBC
P ALI,JAIT ARAN,PIPALIYA KHURD,GEN,MOTIRAM,M,OBC
P ALI,JAIT ARAN,RAAS,GEN,DAYAL,M,OBC
P ALI,JAIT ARAN,RABADIAW AS,OBCW,SURJI,F,OBCW
P ALI,JAIT ARAN,RAMAWAS KALAN,GENW,JIMNA DEVI,F,OBCW
P ALI,JAIT ARAN,SANGAWAS,OBCW,SUKRI,F,OBCW
P ALI,JAIT ARAN,SEW ARIA,SCW,AAPUDI,F,SCW
P ALI,JAIT ARAN,TUKDA,GENW,PUSPA KANWAR,F,GENW
P ALI,KHARCHI (M.JUNC),AAUWA,OBC,DAULAT SINGH,M,OBC
P ALI,KHARCHI (M.JUNC),BANT A,SC,NARPAT GARG,M,SC
P ALI,KHARCHI (M.JUNC),BARSA,OBCW,JUBEDA,F,OBCW
P ALI,KHARCHI (M.JUNC),BASNI JOJAWAR,GEN,MANOHAR SINGH,M,GEN
P ALI,KHARCHI (M.JUNC),BHGODA,ST,RATARAM,M,ST
P ALI,KHARCHI (M.JUNC),BHINWALIYA,GENW,LALITA,F,OBCW
P ALI,KHARCHI (M.JUNC),BITHAUDAKALAN,GEN,KARAN SINGH,M,GEN
P ALI,KHARCHI (M.JUNC),BORIMADA,OBCW,RADHA,F,OBCW
P ALI,KHARCHI (M.JUNC),BORNADI,SCW,SHARDA DEVI,F,SCW
P ALI,KHARCHI (M.JUNC),CHAUKDIY A,OBC,HARISINGH,M,OBC
P ALI,KHARCHI (M.JUNC),CHAWARIYA,GENW,DAGARI DEVI,F,OBCW
P ALI,KHARCHI (M.JUNC),CHIRPATIYA,GENW,GHISHI DEVI,F,SCW
P ALI,KHARCHI (M.JUNC),DEVALI MUA,GEN,HARISINGH CHOUDHARY,M,OBC
P ALI,KHARCHI (M.JUNC),DHAMALI,GENW,SUDARSAN KANWAR,F,GENW
P ALI,KHARCHI (M.JUNC),DHANLA,GENW,SMT. PISTA DEVI,F,GENW
P ALI,KHARCHI (M.JUNC),DHUNDHL A,GEN,PARAS CHAND,M,OBC
P ALI,KHARCHI (M.JUNC),DUDAUD,OBCW,DEVI,F,OBCW
P ALI,KHARCHI (M.JUNC),GADANA,SC,PUSHA RAM,M,SC
P ALI,KHARCHI (M.JUNC),GUDA KESARSINGH,GENW,SHOBHA KANWAR,F,GENW
P ALI,KHARCHI (M.JUNC),GUDARAM SINGH,SCW,HASTUDI,F,SCW
P ALI,KHARCHI (M.JUNC),GUDASOORSINGH,OBCW,LALI,F,OBCW
P ALI,KHARCHI (M.JUNC),HEMALIAWAS KHURD,GEN,JORAWAR SINGH,M,GEN
P ALI,KHARCHI (M.JUNC),HINGOLA KHURD,GEN,BAGWAN SINGH,M,GEN
P ALI,KHARCHI (M.JUNC),ISALI,GENW,MOHAN KANWAR,F,GENW
P ALI,KHARCHI (M.JUNC),JADAN,GEN,NARAYAN SINGH,M,GEN
P ALI,KHARCHI (M.JUNC),JANUNDA,GEN,KALU RAM CHOUDHARY,M,OBC
P ALI,KHARCHI (M.JUNC),JHINJHARDI,GENW,SMT. TULSI,F,OBCW
P ALI,KHARCHI (M.JUNC),JOJAWAR,GEN,SOHAN PRAKASH,M,GEN
