District,PanchayatSamiti,NameOfGramPanchyat,CategoryOfGramPanchyat
DHOLPUR,SAIPAU,Nagalaharlal,OBC
DHOLPUR,SAIPAU,NIDHRAKALAN,SC (Woman)
DHOLPUR,SAIPAU,NUHERA,OBC (Woman)
DHOLPUR,SAIPAU,Paroua,General (Woman)
DHOLPUR,SAIPAU,PIPROA,General (Woman)
DHOLPUR,SAIPAU,RAJORAKALAN,General (Woman)
DHOLPUR,SAIPAU,TASIMA,General
DHOLPUR,SAIPAU,TEHRI,General
DHOLPUR,SAIPAU,BARAA,General (Woman)
DHOLPUR,SAIPAU,BASAINAWAB,OBC
DHOLPUR,SAIPAU,Chaurakheda,SC (Woman)
DHOLPUR,SAIPAU,Jaroli,OBC (Woman)
DHOLPUR,SAIPAU,Jheelra,OBC (Woman)
DHOLPUR,SAIPAU,KOLA,General
DHOLPUR,SAIPAU,MALONIKHURD,General (Woman)
DHOLPUR,SAIPAU,MANDHAKAKOLI,General
DHOLPUR,SAIPAU,NAGLAKHERGPUR,General
DHOLPUR,SAIPAU,NANDPURA,General (Woman)
DHOLPUR,SAIPAU,PIPHERA,OBC
DHOLPUR,SAIPAU,PURANI,General (Woman)
DHOLPUR,SAIPAU,RAJORAKHURD,General (Woman)
DHOLPUR,SAIPAU,SAKHWARA,General
DHOLPUR,SAIPAU,SEHROLI,General
DHOLPUR,SAIPAU,SEPAU,General
DHOLPUR,SAIPAU,Umrara,SC
BANSWARA,SAJJANGARH,ANDESHWAR,ST
BANSWARA,SAJJANGARH,BAVDIPADA,ST
BANSWARA,SAJJANGARH,BHURAKUA,ST (Woman)
BANSWARA,SAJJANGARH,BILDI,ST
BANSWARA,SAJJANGARH,Chanavala,ST
BANSWARA,SAJJANGARH,DUNGRA BADA,ST (Woman)
BANSWARA,SAJJANGARH,DUNGRA CHHOTA,ST
BANSWARA,SAJJANGARH,Goda,ST (Woman)
BANSWARA,SAJJANGARH,GODAVADA NARANG,ST (Woman)
BANSWARA,SAJJANGARH,HIMMATGARH,ST
BANSWARA,SAJJANGARH,ITALA,ST (Woman)
BANSWARA,SAJJANGARH,JALIMPURA,ST (Woman)
BANSWARA,SAJJANGARH,JIVA KHUNTA,ST
BANSWARA,SAJJANGARH,KESARVADI,ST (Woman)
BANSWARA,SAJJANGARH,KHUNDNI HALA,ST
BANSWARA,SAJJANGARH,KHUNTA CHATRA,ST
BANSWARA,SAJJANGARH,Kunda,ST (Woman)
BANSWARA,SAJJANGARH,MACHHARASATH,ST
BANSWARA,SAJJANGARH,Magarda Damra Sath,ST
BANSWARA,SAJJANGARH,MAHUDI,ST
BANSWARA,SAJJANGARH,Mahudi (Maskawali),ST (Woman)
BANSWARA,SAJJANGARH,MASKAKLA,ST
BANSWARA,SAJJANGARH,MUNIYA KHUNTA,ST (Woman)
BANSWARA,SAJJANGARH,Navagaon,ST (Woman)
BANSWARA,SAJJANGARH,PALI BADI,ST (Woman)
BANSWARA,SAJJANGARH,PALI CHHOTI,ST
BANSWARA,SAJJANGARH,RATHDHANRAJ,ST (Woman)
BANSWARA,SAJJANGARH,ROHNIYA LAXMAINSINGH,ST (Woman)
BANSWARA,SAJJANGARH,Saadadiya,ST
BANSWARA,SAJJANGARH,SAGVA,ST (Woman)
BANSWARA,SAJJANGARH,SAJJANGARH,ST (Woman)
BANSWARA,SAJJANGARH,SATSERA,ST (Woman)
BANSWARA,SAJJANGARH,SHAKKERVADA,ST (Woman)
BANSWARA,SAJJANGARH,TAMBESRA,ST
BANSWARA,SAJJANGARH,TANDA MANGLA,ST (Woman)
BANSWARA,SAJJANGARH,TANDA RATNA,ST
BANSWARA,SAJJANGARH,TANDI BADI,ST
BANSWARA,SAJJANGARH,Timbamhudi,ST
UDAIPUR,SALUMBER,ADKALIYA,ST
UDAIPUR,SALUMBER,BAMANIYA,ST
UDAIPUR,SALUMBER,BARODA,ST
UDAIPUR,SALUMBER,BASSI JHUNJHAWAT,ST
UDAIPUR,SALUMBER,BASSI SAMCHOT,ST (Woman)
UDAIPUR,SALUMBER,CHIBORA,ST (Woman)
UDAIPUR,SALUMBER,DAGAR,ST
UDAIPUR,SALUMBER,DAL,ST (Woman)
UDAIPUR,SALUMBER,Dangiwada,ST
UDAIPUR,SALUMBER,DHAROD,ST (Woman)
UDAIPUR,SALUMBER,GAVADAPAL,ST (Woman)
UDAIPUR,SALUMBER,Ghati,ST
UDAIPUR,SALUMBER,GINGLA,ST (Woman)
UDAIPUR,SALUMBER,GUDEL,ST (Woman)
UDAIPUR,SALUMBER,IDANA,ST (Woman)
UDAIPUR,SALUMBER,INTALIKHERA,ST
UDAIPUR,SALUMBER,ISHARWAS,ST (Woman)
UDAIPUR,SALUMBER,Jawarda,ST (Woman)
UDAIPUR,SALUMBER,KADUNI,ST (Woman)
UDAIPUR,SALUMBER,KANT,ST (Woman)
UDAIPUR,SALUMBER,KARAVALI,ST
UDAIPUR,SALUMBER,KHARKA,ST (Woman)
UDAIPUR,SALUMBER,KHERAD,ST
UDAIPUR,SALUMBER,Lambi dungri,ST
UDAIPUR,SALUMBER,MAKADSEEMA,ST
UDAIPUR,SALUMBER,MATHEDUI,ST
UDAIPUR,SALUMBER,Noli,ST
UDAIPUR,SALUMBER,ORWADIYA,ST
UDAIPUR,SALUMBER,Pratappura,ST (Woman)
UDAIPUR,SALUMBER,SARADI,ST
UDAIPUR,SALUMBER,SARIA,ST (Woman)
UDAIPUR,SALUMBER,THADA,ST
UDAIPUR,SALUMBER,TODA,ST (Woman)
UDAIPUR,SALUMBER,UTHARDA,ST (Woman)
JAISALMER,SAM,Aasutar (R),OBC
JAISALMER,SAM,Fledi,OBC
JAISALMER,SAM,Kuchhdi,General
JAISALMER,SAM,RAIMALA,General
JAISALMER,SAM,SIYAMBER,OBC
JAISALMER,SAM,SONU,General
JAISALMER,SAM,KOTDI,General
JAISALMER,SAM,ADBALA,General
JAISALMER,SAM,BALIDAD KI BASTI,OBC
JAISALMER,SAM,BANDHA,SC
JAISALMER,SAM,BARISIYALA,General
JAISALMER,SAM,BIDA,OBC
JAISALMER,SAM,CHHATANGARH,SC
JAISALMER,SAM,DABADI,SC
JAISALMER,SAM,DAMODARA,SC
JAISALMER,SAM,DAV,General
JAISALMER,SAM,DHANANA,OBC
JAISALMER,SAM,DHOBA,SC
JAISALMER,SAM,FULIYA,SC
JAISALMER,SAM,HABUR,General
JAISALMER,SAM,HARNAU,OBC
JAISALMER,SAM,HATAR,SC
JAISALMER,SAM,JANRA,SC
JAISALMER,SAM,KANOI,OBC
JAISALMER,SAM,KHUHDI,General
JAISALMER,SAM,KHUIVALA,SC
JAISALMER,SAM,KOHARIYO KA GAON,ST
JAISALMER,SAM,Kolutala,ST
JAISALMER,SAM,LUNAR,General
JAISALMER,SAM,MANDHALA,OBC (Woman)
JAISALMER,SAM,MYAJLAR,General
JAISALMER,SAM,Netasi,OBC
JAISALMER,SAM,POCHHNIDA,General
JAISALMER,SAM,RAGHAVA,General
JAISALMER,SAM,RAMGARH,General (Woman)
JAISALMER,SAM,SAGRO KI BASTI,OBC
JAISALMER,SAM,SALKHA,General
JAISALMER,SAM,SAM,OBC
JAISALMER,SAM,SATTO,General
JAISALMER,SAM,SHAHGARH,OBC
JAISALMER,SAM,SIPLA,General
JAISALMER,SAM,Tanot,General
JAISALMER,SAM,TEJPALA,OBC
JAISALMER,SAM,TURKE KI BASTI,OBC
JAIPUR,SAMBHARLAKE,AKODA,SC (Woman)
JAIPUR,SAMBHARLAKE,BARDOTI,OBC
JAIPUR,SAMBHARLAKE,CHAINUPARA,SC
JAIPUR,SAMBHARLAKE,HABASPURA,ST
JAIPUR,SAMBHARLAKE,HIRNODA,SC
JAIPUR,SAMBHARLAKE,JAISINGHPURA,General
JAIPUR,SAMBHARLAKE,KACHRODA,OBC (Woman)
JAIPUR,SAMBHARLAKE,KAJIPURA,OBC
JAIPUR,SAMBHARLAKE,KHANDEL,General (Woman)
JAIPUR,SAMBHARLAKE,KHEDIRAM,OBC (Woman)
JAIPUR,SAMBHARLAKE,KORSEENA,General (Woman)
JAIPUR,SAMBHARLAKE,MUNDWADA,General (Woman)
JAIPUR,SAMBHARLAKE,NARAYANA,General
JAIPUR,SAMBHARLAKE,NORANGPURA,OBC
JAIPUR,SAMBHARLAKE,ROJDI,OBC
JAIPUR,SAMBHARLAKE,SHARDULPURA,General
JAIPUR,SAMBHARLAKE,SHRIRAMPURA,SC
JAIPUR,SAMBHARLAKE,SITARAMPURA,SC
JAIPUR,SAMBHARLAKE,SONIDYA,General
JAIPUR,SAMBHARLAKE,SURSINGHPURA,General
JAIPUR,SAMBHARLAKE,TEJYA KA BAS,OBC
JAIPUR,SAMBHARLAKE,TYOD,OBC
BARMER,SAMDADI,AJEET,General
BARMER,SAMDADI,Ambo ka Baada,ST (Woman)
BARMER,SAMDADI,BAMSEEN,General (Woman)
BARMER,SAMDADI,Bhalro Ka Bada,OBC
BARMER,SAMDADI,Devda (B),SC
BARMER,SAMDADI,DHINDAS,General (Woman)
BARMER,SAMDADI,JETHANTARI,General (Woman)
BARMER,SAMDADI,Kamoo Ka Baada,SC (Woman)
BARMER,SAMDADI,KARMAWAS,General (Woman)
BARMER,SAMDADI,KHANDAP,General
BARMER,SAMDADI,Khejadiyali,OBC (Woman)
BARMER,SAMDADI,KOTDI,General
BARMER,SAMDADI,LALANA,General
BARMER,SAMDADI,MAJAL,OBC
BARMER,SAMDADI,Phulan,OBC
BARMER,SAMDADI,RAKHI,SC
BARMER,SAMDADI,RAMPURA,OBC (Woman)
BARMER,SAMDADI,RANI DESHIPURA,General (Woman)
BARMER,SAMDADI,Ratdi,ST (Woman)
BARMER,SAMDADI,Samdadi Station,SC (Woman)
BARMER,SAMDADI,SAMDARI,General (Woman)
BARMER,SAMDADI,SANWARDA,General
BARMER,SAMDADI,SARWADI,General (Woman)
BARMER,SAMDADI,SEWALI,General (Woman)
BARMER,SAMDADI,SILOR,General (Woman)
BARMER,SAMDADI,Thakarkheda,ST
JALORE,SANCHORE,DABAL,General (Woman)
JALORE,SANCHORE,DHAMANA,General
JALORE,SANCHORE,HADETER,General
JALORE,SANCHORE,KHARA,ST
JALORE,SANCHORE,Medajagir,SC (Woman)
JALORE,SANCHORE,Soothana (R),SC
JALORE,SANCHORE,VIROL,OBC
JALORE,SANCHORE,ACHALPUR,General
JALORE,SANCHORE,ARNAI,General (Woman)
JALORE,SANCHORE,BAVERLA,OBC
JALORE,SANCHORE,BHADRUNA,General (Woman)
JALORE,SANCHORE,BHADVAL,General
JALORE,SANCHORE,BICHHAVADI,OBC (Woman)
JALORE,SANCHORE,BIJROL KHEDA,General
JALORE,SANCHORE,CHOURAU,General
JALORE,SANCHORE,Dangra (R),SC (Woman)
JALORE,SANCHORE,DANTIYA,General (Woman)
JALORE,SANCHORE,DHANTA,General (Woman)
JALORE,SANCHORE,GOLASAN,OBC
JALORE,SANCHORE,HARIYALI,OBC (Woman)
JALORE,SANCHORE,JAKHAL,General (Woman)
JALORE,SANCHORE,Jelatara (R),ST (Woman)
JALORE,SANCHORE,Karawadi,SC (Woman)
JALORE,SANCHORE,KAROLA,OBC
JALORE,SANCHORE,KILVA,General (Woman)
JALORE,SANCHORE,KOD,OBC (Woman)
JALORE,SANCHORE,Paharpura,SC
JALORE,SANCHORE,Paladar (R),SC
JALORE,SANCHORE,PALDI SOLINDIYAN,General (Woman)
JALORE,SANCHORE,PEMANA,General
JALORE,SANCHORE,PRATAPPURA,General (Woman)
JALORE,SANCHORE,SERVANA,General
JAIPUR,SANGANER,AAWANIYA,General
JAIPUR,SANGANER,AJAIRAJPURA,OBC
JAIPUR,SANGANER,Ashavala,SC
JAIPUR,SANGANER,Badi Ka Bans,ST (Woman)
JAIPUR,SANGANER,BEELWA,SC (Woman)
JAIPUR,SANGANER,BHAMBHORIYA,General
JAIPUR,SANGANER,BHAPURA,General (Woman)
JAIPUR,SANGANER,DADIYA,General (Woman)
JAIPUR,SANGANER,DANTALI,General
JAIPUR,SANGANER,DEHMIKALAN,General
JAIPUR,SANGANER,DEVLIYA,General (Woman)
JAIPUR,SANGANER,GONER,OBC
JAIPUR,SANGANER,Jaganathpura,OBC (Woman)
JAIPUR,SANGANER,JAISINGPURA,ST (Woman)
JAIPUR,SANGANER,KALWADA,SC
JAIPUR,SANGANER,KAPURAWALA,General (Woman)
JAIPUR,SANGANER,Khedi Gokulpura,ST
JAIPUR,SANGANER,LAKHANA,SC (Woman)
JAIPUR,SANGANER,Madau,SC
JAIPUR,SANGANER,MAHAPURA,General
JAIPUR,SANGANER,MOHANPURA,General (Woman)
JAIPUR,SANGANER,MUHANA,OBC
JAIPUR,SANGANER,NARSINGHPURA,General
JAIPUR,SANGANER,NEVTA,General (Woman)
JAIPUR,SANGANER,PANWALIA,General
JAIPUR,SANGANER,RAMPURA UNTI,General (Woman)
JAIPUR,SANGANER,SHRIRAM KI NANGAL,SC (Woman)
JAIPUR,SANGANER,Siroli,ST
JAIPUR,SANGANER,THIKIRIYA,OBC (Woman)
JAIPUR,SANGANER,VATIKA,General
JAIPUR,SANGANER,VIDHANI,General (Woman)
HANUMANGARH,SANGARIYA,AMARPURA JALU,SC (Woman)
HANUMANGARH,SANGARIYA,BHAGATPURA,OBC
HANUMANGARH,SANGARIYA,BHAKHRAWALI,General
HANUMANGARH,SANGARIYA,BOLANWALI,OBC (Woman)
HANUMANGARH,SANGARIYA,CHAK HEERASINGHWALA,General (Woman)
HANUMANGARH,SANGARIYA,DEENGARH,General
HANUMANGARH,SANGARIYA,DHABAN,General
HANUMANGARH,SANGARIYA,FATEHPUR,General (Woman)
HANUMANGARH,SANGARIYA,HARIPURA,OBC
HANUMANGARH,SANGARIYA,INDERGARH,SC
HANUMANGARH,SANGARIYA,INDERPURA,General
HANUMANGARH,SANGARIYA,JANDWALA SIKHAN,General
HANUMANGARH,SANGARIYA,KIKARWALI,General (Woman)
HANUMANGARH,SANGARIYA,KISHANPURA UTRADA,SC (Woman)
HANUMANGARH,SANGARIYA,LILAWALI,SC
HANUMANGARH,SANGARIYA,MALARAMPURA,General (Woman)
HANUMANGARH,SANGARIYA,MANAKSAR,OBC
HANUMANGARH,SANGARIYA,MORJAND SIKHAN,General (Woman)
HANUMANGARH,SANGARIYA,NAGRANA,SC
HANUMANGARH,SANGARIYA,NATHWANA,SC (Woman)
HANUMANGARH,SANGARIYA,NUKERA,General (Woman)
HANUMANGARH,SANGARIYA,RASUWALA,General (Woman)
HANUMANGARH,SANGARIYA,RATANPURA,SC (Woman)
HANUMANGARH,SANGARIYA,SANTPURA,OBC (Woman)
HANUMANGARH,SANGARIYA,SHAHPINI,SC
HANUMANGARH,SANGARIYA,SINGHPURA,General
KOTA,SANGOD,AANVA,General (Woman)
KOTA,SANGOD,AMRITKUAN,General (Woman)
KOTA,SANGOD,BALUHEDA,SC
KOTA,SANGOD,BAPAVARKALA,General
KOTA,SANGOD,BASYAHEDI,General
KOTA,SANGOD,BORINAKALAN,OBC
KOTA,SANGOD,DANTA,General
KOTA,SANGOD,DEEGOD,ST (Woman)
KOTA,SANGOD,DEVLI,SC (Woman)
KOTA,SANGOD,DHULET,OBC (Woman)
KOTA,SANGOD,DILLIPURA,ST
KOTA,SANGOD,HEINGI,OBC
KOTA,SANGOD,HINGONLIA,General (Woman)
KOTA,SANGOD,JALIMPURA,General (Woman)
KOTA,SANGOD,JHALRI,General (Woman)
KOTA,SANGOD,KAMOLAR,General (Woman)
KOTA,SANGOD,KANWAS,SC (Woman)
KOTA,SANGOD,KHADIYA,General
KOTA,SANGOD,KHAJURI,ST
KOTA,SANGOD,KHAJURNA,General
KOTA,SANGOD,KISHANPURA,SC
KOTA,SANGOD,KUNDANPUR,General (Woman)
KOTA,SANGOD,KURAD,SC (Woman)
KOTA,SANGOD,KURIDIYAKHURD,General
KOTA,SANGOD,LABANIYA,ST (Woman)
KOTA,SANGOD,LATURI,General
KOTA,SANGOD,LODAHEDA,General
KOTA,SANGOD,MAMOR,General (Woman)
KOTA,SANGOD,MANDAP,OBC
KOTA,SANGOD,MANDITA,SC
KOTA,SANGOD,MOIKALA,SC
KOTA,SANGOD,MORUKALA,OBC (Woman)
KOTA,SANGOD,SAWANBHADO,General (Woman)
KOTA,SANGOD,SHYAMPURA,General
KOTA,SANGOD,TOHTI,SC (Woman)
KOTA,SANGOD,VINODKHURD,OBC (Woman)
JAISALMER,SANKDA,BARATH KA GAON,General
JAISALMER,SANKDA,JHALARIYA,General
JAISALMER,SANKDA,LOHARKI,General
JAISALMER,SANKDA,RAMDEVRA,General
JAISALMER,SANKDA,SANKDA,General
JAISALMER,SANKDA,BARALI NATHUSAR,SC
JAISALMER,SANKDA,Bhadaria (R),General
JAISALMER,SANKDA,CHOWK,General
JAISALMER,SANKDA,DALPATPURA,OBC (Woman)
JAISALMER,SANKDA,Dholiya (R),OBC
JAISALMER,SANKDA,DIDANIYA,General (Woman)
JAISALMER,SANKDA,Eka,General (Woman)
JAISALMER,SANKDA,GOMAT,General
JAISALMER,SANKDA,Indranagar,SC (Woman)
JAISALMER,SANKDA,JAIMLA,SC (Woman)
JAISALMER,SANKDA,KAILAVA,General (Woman)
JAISALMER,SANKDA,KHETOLAI,General (Woman)
JAISALMER,SANKDA,LANVA,General (Woman)
JAISALMER,SANKDA,LATHI,SC
JAISALMER,SANKDA,Madhupura,OBC
JAISALMER,SANKDA,MANDWA,General
JAISALMER,SANKDA,MODRADI,ST
JAISALMER,SANKDA,Morani,ST (Woman)
JAISALMER,SANKDA,NANANIYAI,OBC (Woman)
JAISALMER,SANKDA,NEDAN,General
JAISALMER,SANKDA,Odhaniya,OBC
JAISALMER,SANKDA,SADA,General (Woman)
JAISALMER,SANKDA,Sanavada,OBC (Woman)
JAISALMER,SANKDA,UJLA,General
KARAULI,SAPOTRA,AMARGARH,General (Woman)
KARAULI,SAPOTRA,AMARWAD,ST (Woman)
KARAULI,SAPOTRA,BAGIDA,ST
KARAULI,SAPOTRA,BALOTI,General (Woman)
KARAULI,SAPOTRA,BANJANA,General (Woman)
KARAULI,SAPOTRA,BAPOTI,General (Woman)
KARAULI,SAPOTRA,BARODA,SC
KARAULI,SAPOTRA,BHARTUN,SC (Woman)
KARAULI,SAPOTRA,BUKNA,General (Woman)
KARAULI,SAPOTRA,CHODA GAON,General (Woman)
KARAULI,SAPOTRA,DABRA,ST
KARAULI,SAPOTRA,DIKOLIKALAN,General
KARAULI,SAPOTRA,DOLATPURA,General (Woman)
KARAULI,SAPOTRA,EKAT,General
KARAULI,SAPOTRA,GAJJUPURA,SC
KARAULI,SAPOTRA,GOTHRA,SC (Woman)
KARAULI,SAPOTRA,HADOTI,General
KARAULI,SAPOTRA,HARIYA KA MANDIR,ST
KARAULI,SAPOTRA,INAYATI,General
KARAULI,SAPOTRA,JAKHODA,SC (Woman)
KARAULI,SAPOTRA,JEEROTA,General
KARAULI,SAPOTRA,JODLI,ST
KARAULI,SAPOTRA,KACHRODA,ST (Woman)
KARAULI,SAPOTRA,KALAGUDA,General (Woman)
KARAULI,SAPOTRA,KHEDLA,SC
KARAULI,SAPOTRA,KUDGAON,General
KARAULI,SAPOTRA,LEDIYA,ST (Woman)
KARAULI,SAPOTRA,LULOJ,ST (Woman)
KARAULI,SAPOTRA,MAHMEDPUR,OBC
KARAULI,SAPOTRA,Naroli (R),SC (Woman)
KARAULI,SAPOTRA,NAROLIDOG,General (Woman)
KARAULI,SAPOTRA,NIBHERA,General
KARAULI,SAPOTRA,ODACH,ST
KARAULI,SAPOTRA,SALEMPURA,SC
KARAULI,SAPOTRA,SAPOTRA,General (Woman)
KARAULI,SAPOTRA,Simir (R),General
UDAIPUR,SARADA,BALUA,ST
UDAIPUR,SARADA,BANAKALA,ST
UDAIPUR,SARADA,CHAVAND,ST (Woman)
UDAIPUR,SARADA,Delwas,ST
UDAIPUR,SARADA,Dhelai,ST
UDAIPUR,SARADA,Dingri,ST (Woman)
UDAIPUR,SARADA,KATANWADA,ST
UDAIPUR,SARADA,KEJAR,ST (Woman)
UDAIPUR,SARADA,Kharbar A,ST (Woman)
UDAIPUR,SARADA,KHARBAR-B,ST
UDAIPUR,SARADA,Khodi Mahudi,ST (Woman)
UDAIPUR,SARADA,Klaat,ST (Woman)
UDAIPUR,SARADA,Nalalunkar,ST (Woman)
UDAIPUR,SARADA,NATHARA,ST (Woman)
UDAIPUR,SARADA,NIMBODA,ST (Woman)
UDAIPUR,SARADA,PAL SARADA,ST (Woman)
UDAIPUR,SARADA,PARSAD,ST (Woman)
UDAIPUR,SARADA,SAGARDA,ST
UDAIPUR,SARADA,SARADA,ST
UDAIPUR,SARADA,Sarsiya,ST
UDAIPUR,SARADA,Sepur,ST
UDAIPUR,SARADA,THANA,ST
UDAIPUR,SARADA,Udaypuriya Jagir,ST
CHURU,SARDARSHAHAR,ADSISAR,SC
CHURU,SARDARSHAHAR,AJITSAR,General (Woman)
CHURU,SARDARSHAHAR,ASAPALSAR BADA,SC
CHURU,SARDARSHAHAR,BAGHERA,SC (Woman)
CHURU,SARDARSHAHAR,BAIJASAR,General
CHURU,SARDARSHAHAR,Bandhaun Dikhnaada,OBC
CHURU,SARDARSHAHAR,BANDHNAU UTRADA,General (Woman)
CHURU,SARDARSHAHAR,Barjangsar,OBC
CHURU,SARDARSHAHAR,Bayala,OBC
CHURU,SARDARSHAHAR,BHADASAR DISHANADA,OBC (Woman)
CHURU,SARDARSHAHAR,BHANIPURA,General
CHURU,SARDARSHAHAR,BHOJASAR CHHOTA,General (Woman)
CHURU,SARDARSHAHAR,Bhojrasar,General
CHURU,SARDARSHAHAR,BHOJUSAR UPADHIYAN,General (Woman)
CHURU,SARDARSHAHAR,BIKAMSARA,General
CHURU,SARDARSHAHAR,BILYUBAS RAMPURA,General
CHURU,SARDARSHAHAR,BUKANSAR BADA,General
CHURU,SARDARSHAHAR,BUKANSAR CHHOTA,General
CHURU,SARDARSHAHAR,DALMAN,General (Woman)
CHURU,SARDARSHAHAR,DERAJSAR,General (Woman)
CHURU,SARDARSHAHAR,DHANI PACHERA,OBC
CHURU,SARDARSHAHAR,DULRASAR,General (Woman)
CHURU,SARDARSHAHAR,Ghadisar,SC
CHURU,SARDARSHAHAR,HARIYASAR GHDSOTAN,SC
CHURU,SARDARSHAHAR,JAISANGSAR,General
CHURU,SARDARSHAHAR,JAITASAR,General (Woman)
CHURU,SARDARSHAHAR,JAITSISAR,SC
CHURU,SARDARSHAHAR,JIVANDESAR,General
CHURU,SARDARSHAHAR,KAKLASAR,General (Woman)
CHURU,SARDARSHAHAR,KALYANPURA PUROHITIAN,SC
CHURU,SARDARSHAHAR,Kanwalasar,General (Woman)
CHURU,SARDARSHAHAR,Khejda Dikhnada,SC (Woman)
CHURU,SARDARSHAHAR,KHIVANSAR,General
CHURU,SARDARSHAHAR,KIKASAR,OBC
CHURU,SARDARSHAHAR,MALAKSAR,SC
CHURU,SARDARSHAHAR,MALSAR,OBC
CHURU,SARDARSHAHAR,MEHRASAR CHACHERA,SC (Woman)
CHURU,SARDARSHAHAR,MEHRASAR UPADIYAN,General
CHURU,SARDARSHAHAR,MEHRIRAJVIYAN,OBC (Woman)
CHURU,SARDARSHAHAR,MELUSAR,General (Woman)
CHURU,SARDARSHAHAR,Mitasar,SC (Woman)
CHURU,SARDARSHAHAR,Nainasar,General (Woman)
CHURU,SARDARSHAHAR,NENASAR SUMERIYA,OBC (Woman)
CHURU,SARDARSHAHAR,Paatlisar Bada,General (Woman)
CHURU,SARDARSHAHAR,PHOGA BHARTHARI,General
CHURU,SARDARSHAHAR,PHULASAR,General (Woman)
CHURU,SARDARSHAHAR,PICHAKRAITAL,OBC (Woman)
CHURU,SARDARSHAHAR,RAJASAR BIKAN,General (Woman)
CHURU,SARDARSHAHAR,Rajasar Panwaran,OBC (Woman)
CHURU,SARDARSHAHAR,RAMSISAR BHEDWALIYA,SC (Woman)
CHURU,SARDARSHAHAR,Ranasar Becaan,General
CHURU,SARDARSHAHAR,RANGAISAR,SC (Woman)
CHURU,SARDARSHAHAR,RANIASISAR,General
CHURU,SARDARSHAHAR,RATUSAR,OBC (Woman)
CHURU,SARDARSHAHAR,Raypura,General (Woman)
CHURU,SARDARSHAHAR,Rolasar,General
CHURU,SARDARSHAHAR,RUPLISAR,OBC
CHURU,SARDARSHAHAR,Saavar,General (Woman)
CHURU,SARDARSHAHAR,SADASAR,SC (Woman)
CHURU,SARDARSHAHAR,SAWAI BADI,SC
CHURU,SARDARSHAHAR,SHIMLA,General
CHURU,SARDARSHAHAR,TOLASAR,General
CHURU,SARDARSHAHAR,UDSAR LODERA,General (Woman)
DHOLPUR,SARMATHURA,Angai,General (Woman)
DHOLPUR,SARMATHURA,Badriya,General
DHOLPUR,SARMATHURA,Barauli,ST
DHOLPUR,SARMATHURA,Beelouni,SC
DHOLPUR,SARMATHURA,Bharakujara,General
DHOLPUR,SARMATHURA,Bijhauli,SC (Woman)
DHOLPUR,SARMATHURA,Chandravali,ST (Woman)
DHOLPUR,SARMATHURA,Dhaundh,General (Woman)
DHOLPUR,SARMATHURA,Domai,ST
DHOLPUR,SARMATHURA,Gaulari,OBC
DHOLPUR,SARMATHURA,Jhiri,General (Woman)
DHOLPUR,SARMATHURA,Kharauli,ST (Woman)
DHOLPUR,SARMATHURA,Khurdia,ST
DHOLPUR,SARMATHURA,Lilothi,SC (Woman)
DHOLPUR,SARMATHURA,Madanpur,General
DHOLPUR,SARMATHURA,Madasil,General (Woman)
DHOLPUR,SARMATHURA,NADANPUR,General (Woman)
DHOLPUR,SARMATHURA,Pavainee,SC
DHOLPUR,SARMATHURA,Piprait,General (Woman)
DHOLPUR,SARMATHURA,Rahrai,General
DHOLPUR,SARMATHURA,Sarmathura,General
DHOLPUR,SARMATHURA,Vatikara,ST (Woman)
JALORE,SARNAU,Bhatip,OBC
JALORE,SARNAU,Kotda,OBC (Woman)
JALORE,SARNAU,Nanol,OBC
JALORE,SARNAU,Pur,SC (Woman)
JALORE,SARNAU,Sevada,General
JALORE,SARNAU,Data,General (Woman)
JALORE,SARNAU,Dugawa,General
JALORE,SARNAU,Gundau,General
JALORE,SARNAU,Kuda,SC
JALORE,SARNAU,Lachiwad,General (Woman)
JALORE,SARNAU,Mokhatra,ST
JALORE,SARNAU,Panchala,OBC (Woman)
JALORE,SARNAU,Rajeevnagar,General (Woman)
JALORE,SARNAU,Sankad,General (Woman)
JALORE,SARNAU,Sarnau,General (Woman)
JALORE,SARNAU,Sediya,General
JALORE,SARNAU,Surava,General
AJMER,SARWAD,ARWAD,SC (Woman)
AJMER,SARWAD,BHAGWANPURA,General (Woman)
AJMER,SARWAD,BHATOLAV,OBC (Woman)
AJMER,SARWAD,BIRLA,General
AJMER,SARWAD,CHANDAMA,SC (Woman)
AJMER,SARWAD,FATEHGARH,OBC (Woman)
AJMER,SARWAD,GOPALPURA,OBC
AJMER,SARWAD,GOYALA,General
AJMER,SARWAD,HARPURA,General (Woman)
AJMER,SARWAD,HINGONIYA,OBC
AJMER,SARWAD,Jadana,ST
AJMER,SARWAD,JOTAYA,General (Woman)
AJMER,SARWAD,Kalyanpura,SC
AJMER,SARWAD,KEBANIYA,General (Woman)
AJMER,SARWAD,KHEERIYA,General (Woman)
AJMER,SARWAD,SADAPUR,SC
AJMER,SARWAD,SANPLA,General (Woman)
AJMER,SARWAD,SARANA,General
AJMER,SARWAD,SATOLAV,General
AJMER,SARWAD,SHERGARH,General (Woman)
AJMER,SARWAD,SHOKALIYA,General (Woman)
AJMER,SARWAD,SOONPA,General
AJMER,SARWAD,SUNARIYA,SC
AJMER,SARWAD,SYAR,General (Woman)
AJMER,SARWAD,Tajpura,OBC
AJMER,SARWAD,TANTOTI,General
